map_name	map_start	map_stop	feature_name	feature_start	feature_stop	feature_type	
ctg164	2.00	290.00	C1467	264.50		Marker	
ctg164	2.00	290.00	RM172	147.00		Marker	
ctg164	2.00	290.00	C451	195.00		Marker	
ctg164	2.00	290.00	AP004674	262.00	284.00	Clone	
ctg164	2.00	290.00	AP004573	176.00	214.00	Clone	
ctg164	2.00	290.00	AP004269	59.00	91.00	Clone	
ctg164	2.00	290.00	AP003954	67.00	95.00	Clone	
ctg164	2.00	290.00	AP003953	259.00	275.00	Clone	
ctg164	2.00	290.00	AP003930	129.00	155.00	Clone	
ctg164	2.00	290.00	AP003850	111.00	133.00	Clone	
ctg164	2.00	290.00	AP003831	130.00	164.00	Clone	
ctg164	2.00	290.00	AP003827	130.00	164.00	Clone	
ctg164	2.00	290.00	AP003739	154.00	170.00	Clone	
ctg165	3.00	106.00	AP003863	44.00	74.00	Clone	
ctg165	3.00	106.00	AP003811	57.00	87.00	Clone	
ctg165	3.00	106.00	AP003751	18.00	40.00	Clone	
ctg166	1.00	134.00	C1521	66.00		Marker	
ctg166	1.00	134.00	C326	115.50		Marker	
ctg166	1.00	134.00	C1008	43.00		Marker	
ctg166	1.00	134.00	R1488	122.00		Marker	
ctg166	1.00	134.00	S846	18.00		Marker	
ctg166	1.00	134.00	R1477	33.50		Marker	
ctg166	1.00	134.00	S13940	61.00		Marker	
ctg166	1.00	134.00	AP004569	50.00	80.00	Clone	
ctg166	1.00	134.00	AP004401	51.00	81.00	Clone	
ctg166	1.00	134.00	AP004379	111.00	133.00	Clone	
ctg166	1.00	134.00	AP004313	43.00	77.00	Clone	
ctg166	1.00	134.00	AP003960	49.00	73.00	Clone	
ctg166	1.00	134.00	AP003848	112.00	130.00	Clone	
ctg166	1.00	134.00	AP003838	35.00	61.00	Clone	
ctg166	1.00	134.00	AP003743	90.00	110.00	Clone	
ctg166	1.00	134.00	AP003736	10.00	26.00	Clone	
ctg167	470.00	1106.00	C51437S	570.00		Marker	
ctg167	470.00	1106.00	E412S	629.00		Marker	
ctg167	470.00	1106.00	C596	983.00		Marker	
ctg167	470.00	1106.00	RM478	570.00		Marker	
ctg167	470.00	1106.00	E50029S	570.00		Marker	
ctg167	470.00	1106.00	R10215S	629.00		Marker	
ctg167	470.00	1106.00	R1789	681.00		Marker	
ctg167	470.00	1106.00	S14165	732.00		Marker	
ctg167	470.00	1106.00	E20959S	655.00		Marker	
ctg167	470.00	1106.00	RM18	530.00		Marker	
ctg167	470.00	1106.00	C1579S	508.00		Marker	
ctg167	470.00	1106.00	RM429	748.00		Marker	
ctg167	470.00	1106.00	C60933	681.00		Marker	
ctg167	470.00	1106.00	R10022S	492.00		Marker	
ctg167	470.00	1106.00	S13161	770.00		Marker	
ctg167	470.00	1106.00	C1340	816.00		Marker	
ctg167	470.00	1106.00	R2658S	704.50		Marker	
ctg167	470.00	1106.00	L254	536.50		Marker	
ctg167	470.00	1106.00	C51780S	570.00		Marker	
ctg167	470.00	1106.00	R3349	530.00		Marker	
ctg167	470.00	1106.00	S2089	570.00		Marker	
ctg167	470.00	1106.00	RM234	492.00		Marker	
ctg167	470.00	1106.00	E949S	599.00		Marker	
ctg167	470.00	1106.00	R2358	732.00		Marker	
ctg167	470.00	1106.00	G379	827.00		Marker	
ctg167	470.00	1106.00	AP004671	715.00	749.00	Clone	
ctg167	470.00	1106.00	AP004570	1048.00	1082.00	Clone	
ctg167	470.00	1106.00	AP004383	664.00	698.00	Clone	
ctg167	470.00	1106.00	AP004380	511.00	549.00	Clone	
ctg167	470.00	1106.00	AP004378	963.00	995.00	Clone	
ctg167	470.00	1106.00	AP004377	554.00	586.00	Clone	
ctg167	470.00	1106.00	AP004341	546.00	574.00	Clone	
ctg167	470.00	1106.00	AP004339	612.00	646.00	Clone	
ctg167	470.00	1106.00	AP004334	644.00	666.00	Clone	
ctg167	470.00	1106.00	AP004309	494.00	522.00	Clone	
ctg167	470.00	1106.00	AP004308	478.00	506.00	Clone	
ctg167	470.00	1106.00	AP004306	585.00	613.00	Clone	
ctg167	470.00	1106.00	AP004300	1072.00	1102.00	Clone	
ctg167	470.00	1106.00	AP004274	1030.00	1054.00	Clone	
ctg167	470.00	1106.00	AP004272	812.00	842.00	Clone	
ctg167	470.00	1106.00	AP004260	594.00	616.00	Clone	
ctg167	470.00	1106.00	AP004186	980.00	1002.00	Clone	
ctg167	470.00	1106.00	AP004016	1060.00	1080.00	Clone	
ctg167	470.00	1106.00	AP004009	572.00	598.00	Clone	
ctg167	470.00	1106.00	AP003998	763.00	781.00	Clone	
ctg167	470.00	1106.00	AP003997	1081.00	1103.00	Clone	
ctg167	470.00	1106.00	AP003982	1054.00	1084.00	Clone	
ctg167	470.00	1106.00	AP003833	947.00	981.00	Clone	
ctg167	470.00	1106.00	AP003832	760.00	780.00	Clone	
ctg167	470.00	1106.00	AP003825	1006.00	1034.00	Clone	
ctg167	470.00	1106.00	AP003822	795.00	813.00	Clone	
ctg167	470.00	1106.00	AP003821	923.00	941.00	Clone	
ctg167	470.00	1106.00	AP003765	735.00	761.00	Clone	
ctg167	470.00	1106.00	AP003752	650.00	664.00	Clone	
ctg167	470.00	1106.00	AP003749	663.00	689.00	Clone	
ctg167	470.00	1106.00	AP003744	520.00	546.00	Clone	
ctg168	1.00	258.00	R411	207.50		Marker	
ctg168	1.00	258.00	S14029	94.00		Marker	
ctg168	1.00	258.00	RM248	193.00		Marker	
ctg168	1.00	258.00	C213	240.00		Marker	
ctg168	1.00	258.00	C60057	39.00		Marker	
ctg168	1.00	258.00	R2577S	30.00		Marker	
ctg168	1.00	258.00	R2576S	30.00		Marker	
ctg168	1.00	258.00	C586	193.00		Marker	
ctg168	1.00	258.00	E933S	214.00		Marker	
ctg168	1.00	258.00	C844	20.50		Marker	
ctg168	1.00	258.00	RM420	214.00		Marker	
ctg168	1.00	258.00	C924	142.00		Marker	
ctg168	1.00	258.00	L831	140.00		Marker	
ctg168	1.00	258.00	E3029S	214.00		Marker	
ctg168	1.00	258.00	S11279	95.50		Marker	
ctg168	1.00	258.00	R3003	183.50		Marker	
ctg168	1.00	258.00	AP004343	1.00	35.00	Clone	
ctg168	1.00	258.00	AP004333	199.00	229.00	Clone	
ctg168	1.00	258.00	AP004316	177.00	209.00	Clone	
ctg168	1.00	258.00	AP003929	83.00	105.00	Clone	
ctg168	1.00	258.00	AP003818	127.00	153.00	Clone	
ctg168	1.00	258.00	AP003817	19.00	41.00	Clone	
ctg168	1.00	258.00	AP003816	165.00	193.00	Clone	
ctg168	1.00	258.00	AP003813	129.00	159.00	Clone	
ctg168	1.00	258.00	AP003757	28.00	50.00	Clone	
ctg169	4.00	165.00	C400	75.00		Marker	
ctg169	4.00	165.00	B10	137.00		Marker	
ctg169	4.00	165.00	S2104	39.00		Marker	
ctg169	4.00	165.00	P124	16.50		Marker	
ctg169	4.00	165.00	E60284S	21.00		Marker	
ctg169	4.00	165.00	RM337	43.00		Marker	
ctg169	4.00	165.00	R1943	87.00		Marker	
ctg169	4.00	165.00	RM408	21.00		Marker	
ctg169	4.00	165.00	RM407	103.00		Marker	
ctg169	4.00	165.00	E1455S	16.50		Marker	
ctg169	4.00	165.00	S11506	141.00		Marker	
ctg169	4.00	165.00	S2518	43.00		Marker	
ctg169	4.00	165.00	RM152	141.00		Marker	
ctg169	4.00	165.00	E696S	23.50		Marker	
ctg169	4.00	165.00	C1017	103.00		Marker	
ctg169	4.00	165.00	C50915S	64.00		Marker	
ctg169	4.00	165.00	AP004654	27.00	59.00	Clone	
ctg169	4.00	165.00	AP004584	84.00	122.00	Clone	
ctg169	4.00	165.00	AP004566	128.00	154.00	Clone	
ctg169	4.00	165.00	AP004462	71.00	103.00	Clone	
ctg169	4.00	165.00	AP004065	10.00	32.00	Clone	
ctg169	4.00	165.00	AP003910	123.00	147.00	Clone	
ctg169	4.00	165.00	AP003909	55.00	73.00	Clone	
ctg169	4.00	165.00	AP003869	38.00	56.00	Clone	
ctg17	1.00	314.00	C10728S	276.00		Marker	
ctg17	1.00	314.00	C122	265.00		Marker	
ctg17	1.00	314.00	R2816	40.50		Marker	
ctg17	1.00	314.00	L666	91.00		Marker	
ctg17	1.00	314.00	S1457	297.00		Marker	
ctg17	1.00	314.00	CDO1160	202.50		Marker	
ctg17	1.00	314.00	C399	201.00		Marker	
ctg17	1.00	314.00	E1117S	91.00		Marker	
ctg17	1.00	314.00	C808	26.00		Marker	
ctg17	1.00	314.00	C1264	184.00		Marker	
ctg17	1.00	314.00	AP004367	1.00	43.00	Clone	
ctg17	1.00	314.00	AP003792	145.00	173.00	Clone	
ctg17	1.00	314.00	AP003725	52.00	82.00	Clone	
ctg17	1.00	314.00	AP003709	188.00	214.00	Clone	
ctg17	1.00	314.00	AP003607	10.00	42.00	Clone	
ctg17	1.00	314.00	AP003294	236.00	264.00	Clone	
ctg17	1.00	314.00	AP003291	249.00	281.00	Clone	
ctg17	1.00	314.00	AP003284	286.00	308.00	Clone	
ctg17	1.00	314.00	AP003234	106.00	126.00	Clone	
ctg17	1.00	314.00	AP003212	214.00	238.00	Clone	
ctg17	1.00	314.00	AP002910	75.00	107.00	Clone	
ctg170	4.00	449.00	E3558S	168.00		Marker	
ctg170	4.00	449.00	S1153	98.00		Marker	
ctg170	4.00	449.00	RZ143	72.00		Marker	
ctg170	4.00	449.00	C770	94.50		Marker	
ctg170	4.00	449.00	RM38	177.00		Marker	
ctg170	4.00	449.00	RZ597	98.00		Marker	
ctg170	4.00	449.00	C905	199.00		Marker	
ctg170	4.00	449.00	C189	169.50		Marker	
ctg170	4.00	449.00	C277	99.00		Marker	
ctg170	4.00	449.00	C390	83.50		Marker	
ctg170	4.00	449.00	E2453S	19.00		Marker	
ctg170	4.00	449.00	R1010	204.50		Marker	
ctg170	4.00	449.00	C166	431.00		Marker	
ctg170	4.00	449.00	R2367	228.50		Marker	
ctg170	4.00	449.00	R2285	384.50		Marker	
ctg170	4.00	449.00	C181	172.50		Marker	
ctg170	4.00	449.00	E20933S	355.00		Marker	
ctg170	4.00	449.00	AP004763	271.00	305.00	Clone	
ctg170	4.00	449.00	AP004642	9.00	29.00	Clone	
ctg170	4.00	449.00	AP004591	82.00	114.00	Clone	
ctg170	4.00	449.00	AP004461	360.00	388.00	Clone	
ctg170	4.00	449.00	AP004381	240.00	270.00	Clone	
ctg170	4.00	449.00	AP004254	33.00	49.00	Clone	
ctg170	4.00	449.00	AP004251	122.00	146.00	Clone	
ctg170	4.00	449.00	AP004166	44.00	70.00	Clone	
ctg170	4.00	449.00	AP003940	391.00	413.00	Clone	
ctg170	4.00	449.00	AP003911	209.00	233.00	Clone	
ctg170	4.00	449.00	AP003905	419.00	443.00	Clone	
ctg170	4.00	449.00	AP003896	164.00	190.00	Clone	
ctg170	4.00	449.00	AP003886	55.00	93.00	Clone	
ctg170	4.00	449.00	AP003879	85.00	111.00	Clone	
ctg170	4.00	449.00	AP003876	186.00	212.00	Clone	
ctg171	3.00	71.00	AP004562	3.00	45.00	Clone	
ctg171	3.00	71.00	AP003925	30.00	54.00	Clone	
ctg171	3.00	71.00	R3003	42.00		Marker	
ctg172	2.00	198.00	R2723	175.50		Marker	
ctg172	2.00	198.00	C326	93.50		Marker	
ctg172	2.00	198.00	C309	120.50		Marker	
ctg172	2.00	198.00	S2387S	142.00		Marker	
ctg172	2.00	198.00	RG333	43.00		Marker	
ctg172	2.00	198.00	CDO1387	106.00		Marker	
ctg172	2.00	198.00	S21656S	52.00		Marker	
ctg172	2.00	198.00	S13883	142.00		Marker	
ctg172	2.00	198.00	AP004635	127.00	157.00	Clone	
ctg172	2.00	198.00	AP004560	39.00	65.00	Clone	
ctg173	7.00	325.00	RM331	182.00		Marker	
ctg173	7.00	325.00	R2381	182.00		Marker	
ctg173	7.00	325.00	E20691S	214.00		Marker	
ctg173	7.00	325.00	R2976	52.00		Marker	
ctg173	7.00	325.00	R10606S	177.00		Marker	
ctg173	7.00	325.00	AP004619	49.00	79.00	Clone	
ctg173	7.00	325.00	AP004458	170.00	194.00	Clone	
ctg173	7.00	325.00	AP004041	201.00	227.00	Clone	
ctg173	7.00	325.00	AP003918	76.00	112.00	Clone	
ctg173	7.00	325.00	AP003882	34.00	62.00	Clone	
ctg173	7.00	325.00	AP003878	51.00	81.00	Clone	
ctg174	4.00	126.00	R902	30.50		Marker	
ctg174	4.00	126.00	S1623	109.50		Marker	
ctg174	4.00	126.00	S1461	99.00		Marker	
ctg174	4.00	126.00	S2108	70.00		Marker	
ctg174	4.00	126.00	AP004656	86.00	112.00	Clone	
ctg174	4.00	126.00	AP004646	44.00	76.00	Clone	
ctg174	4.00	126.00	AP004568	74.00	104.00	Clone	
ctg174	4.00	126.00	AP003860	22.00	50.00	Clone	
ctg175	2.00	53.00	AP004559	18.00	46.00	Clone	
ctg175	2.00	53.00	S2104	26.00		Marker	
ctg175	2.00	53.00	S2092	27.50		Marker	
ctg176	2.00	58.00	E10532	32.00		Marker	
ctg176	2.00	58.00	R2736	32.00		Marker	
ctg176	2.00	58.00	C1121	23.50		Marker	
ctg176	2.00	58.00	R544	33.00		Marker	
ctg176	2.00	58.00	RZ562	32.00		Marker	
ctg176	2.00	58.00	AP004660	18.00	46.00	Clone	
ctg177	1.00	132.00	AP004618	102.00	132.00	Clone	
ctg177	1.00	132.00	RZ403	117.00		Marker	
ctg178	-1.00	170.00	R1813	70.00		Marker	
ctg178	-1.00	170.00	G1010	143.00		Marker	
ctg178	-1.00	170.00	E4472S	90.00		Marker	
ctg178	-1.00	170.00	AP004751	42.00	74.00	Clone	
ctg178	-1.00	170.00	AP004183	33.00	57.00	Clone	
ctg178	-1.00	170.00	AP003897	59.00	81.00	Clone	
ctg178	-1.00	170.00	AP003877	83.00	97.00	Clone	
ctg178	-1.00	170.00	AP003799	65.00	87.00	Clone	
ctg179	-4.00	158.00	C477	93.50		Marker	
ctg179	-4.00	158.00	E31119S	116.00		Marker	
ctg179	-4.00	158.00	E40306S	116.00		Marker	
ctg179	-4.00	158.00	C411	132.00		Marker	
ctg179	-4.00	158.00	AP004655	-4.00	30.00	Clone	
ctg179	-4.00	158.00	AP004650	99.00	133.00	Clone	
ctg179	-4.00	158.00	AP004556	111.00	149.00	Clone	
ctg179	-4.00	158.00	AP004256	105.00	123.00	Clone	
ctg179	-4.00	158.00	AP004158	21.00	47.00	Clone	
ctg179	-4.00	158.00	AP004130	52.00	68.00	Clone	
ctg179	-4.00	158.00	AP003936	107.00	139.00	Clone	
ctg18	1.00	496.00	RM443	293.00		Marker	
ctg18	1.00	496.00	S2717	150.00		Marker	
ctg18	1.00	496.00	S10045	473.00		Marker	
ctg18	1.00	496.00	R2242S	84.00		Marker	
ctg18	1.00	496.00	S11702	361.00		Marker	
ctg18	1.00	496.00	RM246	77.00		Marker	
ctg18	1.00	496.00	R1012	220.50		Marker	
ctg18	1.00	496.00	E30470S	473.00		Marker	
ctg18	1.00	496.00	S14096	422.00		Marker	
ctg18	1.00	496.00	C667	25.00		Marker	
ctg18	1.00	496.00	C50101S	135.00		Marker	
ctg18	1.00	496.00	RZ527	135.00		Marker	
ctg18	1.00	496.00	S15001	293.00		Marker	
ctg18	1.00	496.00	C922	293.00		Marker	
ctg18	1.00	496.00	S1870	304.00		Marker	
ctg18	1.00	496.00	R559	326.00		Marker	
ctg18	1.00	496.00	AP004363	203.00	239.00	Clone	
ctg18	1.00	496.00	AP004194	61.00	93.00	Clone	
ctg18	1.00	496.00	AP003760	48.00	88.00	Clone	
ctg18	1.00	496.00	AP003706	100.00	112.00	Clone	
ctg18	1.00	496.00	AP003455	273.00	313.00	Clone	
ctg18	1.00	496.00	AP003452	242.00	282.00	Clone	
ctg18	1.00	496.00	AP003450	311.00	341.00	Clone	
ctg18	1.00	496.00	AP003378	442.00	458.00	Clone	
ctg18	1.00	496.00	AP003374	168.00	184.00	Clone	
ctg18	1.00	496.00	AP003373	388.00	410.00	Clone	
ctg18	1.00	496.00	AP003347	239.00	273.00	Clone	
ctg18	1.00	496.00	AP003335	177.00	211.00	Clone	
ctg18	1.00	496.00	AP003264	118.00	152.00	Clone	
ctg18	1.00	496.00	AP003254	404.00	440.00	Clone	
ctg18	1.00	496.00	AP003248	342.00	380.00	Clone	
ctg18	1.00	496.00	AP003223	115.00	141.00	Clone	
ctg18	1.00	496.00	AP003222	11.00	39.00	Clone	
ctg18	1.00	496.00	AP003023	462.00	484.00	Clone	
ctg181	1.00	715.00	S10207	16.00		Marker	
ctg181	1.00	715.00	E3558S	316.00		Marker	
ctg181	1.00	715.00	C10983S	467.00		Marker	
ctg181	1.00	715.00	RZ323	244.50		Marker	
ctg181	1.00	715.00	S10543	590.00		Marker	
ctg181	1.00	715.00	R2466	335.00		Marker	
ctg181	1.00	715.00	C1115	309.00		Marker	
ctg181	1.00	715.00	C1356	557.00		Marker	
ctg181	1.00	715.00	E20817	390.50		Marker	
ctg181	1.00	715.00	S1870	558.00		Marker	
ctg181	1.00	715.00	S21882S	219.50		Marker	
ctg181	1.00	715.00	AP004661	253.00	281.00	Clone	
ctg181	1.00	715.00	AP004652	353.00	381.00	Clone	
ctg181	1.00	715.00	AP004645	554.00	592.00	Clone	
ctg181	1.00	715.00	AP004637	291.00	327.00	Clone	
ctg181	1.00	715.00	AP004621	448.00	486.00	Clone	
ctg181	1.00	715.00	AP004574	483.00	513.00	Clone	
ctg181	1.00	715.00	AP004561	213.00	243.00	Clone	
ctg181	1.00	715.00	AP004554	252.00	268.00	Clone	
ctg181	1.00	715.00	AP004553	522.00	558.00	Clone	
ctg181	1.00	715.00	AP004459	571.00	609.00	Clone	
ctg181	1.00	715.00	AP004396	603.00	635.00	Clone	
ctg181	1.00	715.00	AP004375	655.00	677.00	Clone	
ctg181	1.00	715.00	AP004228	124.00	152.00	Clone	
ctg181	1.00	715.00	AP003884	318.00	336.00	Clone	
ctg181	1.00	715.00	AP003867	327.00	343.00	Clone	
ctg181	1.00	715.00	AC091689	569.00	599.00	Clone	
ctg181	1.00	715.00	AC091688	543.00	573.00	Clone	
ctg181	1.00	715.00	AC091687	580.00	610.00	Clone	
ctg182	2.00	322.00	C623	43.50		Marker	
ctg182	2.00	322.00	E2623S	184.00		Marker	
ctg182	2.00	322.00	E60261	42.00		Marker	
ctg182	2.00	322.00	AP004675	235.00	267.00	Clone	
ctg182	2.00	322.00	AP004663	43.00	73.00	Clone	
ctg182	2.00	322.00	AP004647	145.00	175.00	Clone	
ctg182	2.00	322.00	AP004631	169.00	199.00	Clone	
ctg182	2.00	322.00	AP004465	156.00	188.00	Clone	
ctg182	2.00	322.00	AP004397	188.00	216.00	Clone	
ctg182	2.00	322.00	AP003962	205.00	229.00	Clone	
ctg182	2.00	322.00	AP003913	25.00	49.00	Clone	
ctg182	2.00	322.00	AL607100	211.00	237.00	Clone	
ctg182	2.00	322.00	AC105745	30.00	58.00	Clone	
ctg183	1.00	904.00	RM210	877.00		Marker	
ctg183	1.00	904.00	G2132	191.00		Marker	
ctg183	1.00	904.00	L677	877.00		Marker	
ctg183	1.00	904.00	C929	534.00		Marker	
ctg183	1.00	904.00	RM556	824.00		Marker	
ctg183	1.00	904.00	S3680	40.00		Marker	
ctg183	1.00	904.00	E11382S	85.50		Marker	
ctg183	1.00	904.00	RZ952	824.00		Marker	
ctg183	1.00	904.00	E2448S	839.50		Marker	
ctg183	1.00	904.00	S815	506.00		Marker	
ctg183	1.00	904.00	RM42	403.00		Marker	
ctg183	1.00	904.00	L363	336.50		Marker	
ctg183	1.00	904.00	R727	245.00		Marker	
ctg183	1.00	904.00	E50105S	531.00		Marker	
ctg183	1.00	904.00	RM531	877.00		Marker	
ctg183	1.00	904.00	C12318	531.00		Marker	
ctg183	1.00	904.00	S10631	586.00		Marker	
ctg183	1.00	904.00	S20234S	549.00		Marker	
ctg183	1.00	904.00	S10622	636.50		Marker	
ctg183	1.00	904.00	S2524	762.00		Marker	
ctg183	1.00	904.00	E3802	465.50		Marker	
ctg183	1.00	904.00	S1633	478.00		Marker	
ctg183	1.00	904.00	L128	478.00		Marker	
ctg183	1.00	904.00	L411	191.00		Marker	
ctg183	1.00	904.00	R1394	171.00		Marker	
ctg183	1.00	904.00	RM223	511.00		Marker	
ctg183	1.00	904.00	C1008	469.50		Marker	
ctg183	1.00	904.00	C411	865.50		Marker	
ctg183	1.00	904.00	S2137	595.00		Marker	
ctg183	1.00	904.00	G1073	499.50		Marker	
ctg183	1.00	904.00	E60162S	730.00		Marker	
ctg183	1.00	904.00	S13495	213.00		Marker	
ctg183	1.00	904.00	AP004764	664.00	698.00	Clone	
ctg183	1.00	904.00	AP004667	348.00	372.00	Clone	
ctg183	1.00	904.00	AP004666	550.00	574.00	Clone	
ctg183	1.00	904.00	AP004665	713.00	747.00	Clone	
ctg183	1.00	904.00	AP004662	807.00	841.00	Clone	
ctg183	1.00	904.00	AP004659	198.00	228.00	Clone	
ctg183	1.00	904.00	AP004658	299.00	325.00	Clone	
ctg183	1.00	904.00	AP004653	847.00	873.00	Clone	
ctg183	1.00	904.00	AP004636	233.00	257.00	Clone	
ctg183	1.00	904.00	AP004634	61.00	89.00	Clone	
ctg183	1.00	904.00	AP004617	496.00	526.00	Clone	
ctg183	1.00	904.00	AP004586	863.00	891.00	Clone	
ctg183	1.00	904.00	AP004564	688.00	716.00	Clone	
ctg183	1.00	904.00	AP004558	727.00	757.00	Clone	
ctg183	1.00	904.00	AP004555	26.00	54.00	Clone	
ctg183	1.00	904.00	AP004463	454.00	480.00	Clone	
ctg183	1.00	904.00	AP004385	336.00	362.00	Clone	
ctg183	1.00	904.00	AP004193	84.00	120.00	Clone	
ctg183	1.00	904.00	AP004142	511.00	529.00	Clone	
ctg183	1.00	904.00	AP004137	141.00	165.00	Clone	
ctg183	1.00	904.00	AP004005	394.00	412.00	Clone	
ctg183	1.00	904.00	AP003947	156.00	186.00	Clone	
ctg183	1.00	904.00	AP003926	484.00	504.00	Clone	
ctg183	1.00	904.00	AP003908	552.00	568.00	Clone	
ctg183	1.00	904.00	AP003904	177.00	205.00	Clone	
ctg183	1.00	904.00	AP003898	483.00	505.00	Clone	
ctg183	1.00	904.00	AP003890	657.00	679.00	Clone	
ctg183	1.00	904.00	AP003885	462.00	484.00	Clone	
ctg183	1.00	904.00	AP003881	524.00	538.00	Clone	
ctg183	1.00	904.00	AP003880	117.00	143.00	Clone	
ctg183	1.00	904.00	AP003872	224.00	246.00	Clone	
ctg183	1.00	904.00	AP003871	782.00	820.00	Clone	
ctg183	1.00	904.00	AP003870	852.00	868.00	Clone	
ctg183	1.00	904.00	AP003868	538.00	560.00	Clone	
ctg183	1.00	904.00	AP003798	744.00	770.00	Clone	
ctg184	1.00	481.00	RM256	271.00		Marker	
ctg184	1.00	481.00	C1478	147.50		Marker	
ctg184	1.00	481.00	RM149	365.00		Marker	
ctg184	1.00	481.00	RZ740	15.50		Marker	
ctg184	1.00	481.00	S4036S	122.00		Marker	
ctg184	1.00	481.00	RM308	384.00		Marker	
ctg184	1.00	481.00	R1985	271.00		Marker	
ctg184	1.00	481.00	R202	271.00		Marker	
ctg184	1.00	481.00	R2382	107.00		Marker	
ctg184	1.00	481.00	S6487S	426.00		Marker	
ctg184	1.00	481.00	L133	271.00		Marker	
ctg184	1.00	481.00	AP004762	273.00	303.00	Clone	
ctg184	1.00	481.00	AP004643	139.00	169.00	Clone	
ctg184	1.00	481.00	AP004620	253.00	289.00	Clone	
ctg184	1.00	481.00	AP004585	10.00	44.00	Clone	
ctg184	1.00	481.00	AP004557	236.00	260.00	Clone	
ctg184	1.00	481.00	AP004457	60.00	86.00	Clone	
ctg184	1.00	481.00	AP004399	82.00	106.00	Clone	
ctg184	1.00	481.00	AP004376	219.00	243.00	Clone	
ctg184	1.00	481.00	AP004213	172.00	194.00	Clone	
ctg184	1.00	481.00	AP004190	385.00	415.00	Clone	
ctg184	1.00	481.00	AP004164	195.00	221.00	Clone	
ctg184	1.00	481.00	AP004162	66.00	80.00	Clone	
ctg184	1.00	481.00	AP004154	96.00	118.00	Clone	
ctg184	1.00	481.00	AP004152	144.00	162.00	Clone	
ctg184	1.00	481.00	AP003917	121.00	143.00	Clone	
ctg184	1.00	481.00	AP003892	364.00	404.00	Clone	
ctg184	1.00	481.00	AP003883	413.00	439.00	Clone	
ctg184	1.00	481.00	AP003873	351.00	379.00	Clone	
ctg184	1.00	481.00	AP000364	326.00	350.00	Clone	
ctg185	3.00	650.00	S2314	369.00		Marker	
ctg185	3.00	650.00	G275	635.50		Marker	
ctg185	3.00	650.00	G56	233.50		Marker	
ctg185	3.00	650.00	RZ28	191.00		Marker	
ctg185	3.00	650.00	C567	529.00		Marker	
ctg185	3.00	650.00	R2027	343.00		Marker	
ctg185	3.00	650.00	S10655	69.50		Marker	
ctg185	3.00	650.00	S1870	157.00		Marker	
ctg185	3.00	650.00	R1880	511.00		Marker	
ctg185	3.00	650.00	R662	582.00		Marker	
ctg185	3.00	650.00	RM281	582.00		Marker	
ctg185	3.00	650.00	R2662	380.00		Marker	
ctg185	3.00	650.00	RZ572	511.00		Marker	
ctg185	3.00	650.00	S1570	541.00		Marker	
ctg185	3.00	650.00	RM502	264.00		Marker	
ctg185	3.00	650.00	C20079S	438.00		Marker	
ctg185	3.00	650.00	S14003	293.50		Marker	
ctg185	3.00	650.00	C502	190.00		Marker	
ctg185	3.00	650.00	C12955	380.00		Marker	
ctg185	3.00	650.00	G1149	249.00		Marker	
ctg185	3.00	650.00	C153	500.00		Marker	
ctg185	3.00	650.00	AP004765	39.00	75.00	Clone	
ctg185	3.00	650.00	AP004761	60.00	88.00	Clone	
ctg185	3.00	650.00	AP004632	426.00	450.00	Clone	
ctg185	3.00	650.00	AP004622	102.00	134.00	Clone	
ctg185	3.00	650.00	AP004592	363.00	397.00	Clone	
ctg185	3.00	650.00	AP004563	22.00	50.00	Clone	
ctg185	3.00	650.00	AP004464	321.00	365.00	Clone	
ctg185	3.00	650.00	AP004163	448.00	462.00	Clone	
ctg185	3.00	650.00	AP004044	533.00	571.00	Clone	
ctg185	3.00	650.00	AP004042	94.00	116.00	Clone	
ctg185	3.00	650.00	AP004015	231.00	267.00	Clone	
ctg185	3.00	650.00	AP003948	395.00	413.00	Clone	
ctg185	3.00	650.00	AP003928	569.00	595.00	Clone	
ctg185	3.00	650.00	AP003920	246.00	282.00	Clone	
ctg185	3.00	650.00	AP003914	404.00	430.00	Clone	
ctg185	3.00	650.00	AP003912	499.00	523.00	Clone	
ctg185	3.00	650.00	AP003903	63.00	83.00	Clone	
ctg185	3.00	650.00	AP003893	507.00	523.00	Clone	
ctg185	3.00	650.00	AP003888	173.00	209.00	Clone	
ctg185	3.00	650.00	AP003887	156.00	182.00	Clone	
ctg185	3.00	650.00	AP003865	146.00	174.00	Clone	
ctg185	3.00	650.00	AP003862	384.00	400.00	Clone	
ctg185	3.00	650.00	AP003857	206.00	228.00	Clone	
ctg186	3.00	154.00	Y2769L	47.00		Marker	
ctg186	3.00	154.00	CDO365	95.50		Marker	
ctg186	3.00	154.00	R2242S	64.50		Marker	
ctg186	3.00	154.00	C1135	137.50		Marker	
ctg187	3.00	524.00	Y2769L	47.00		Marker	
ctg187	3.00	524.00	S13769	192.00		Marker	
ctg187	3.00	524.00	R1888	432.00		Marker	
ctg187	3.00	524.00	R742	164.00		Marker	
ctg187	3.00	524.00	G36	350.00		Marker	
ctg187	3.00	524.00	C734	318.50		Marker	
ctg187	3.00	524.00	G95	236.50		Marker	
ctg187	3.00	524.00	AL606617	289.00	317.00	Clone	
ctg187	3.00	524.00	AL606596	318.00	346.00	Clone	
ctg188	1.00	210.00	R2614	165.50		Marker	
ctg188	1.00	210.00	C313	44.00		Marker	
ctg188	1.00	210.00	S2137	50.50		Marker	
